"from","to","strength"
"Parietal_R_t_1","Thalamus_R_t_0",0.16
"Parietal_R_t_1","Thalamus_R_t_1",0.52
"Parietal_R_t_1","Vermis_t_0",0.12
"Parietal_R_t_1","Vermis_t_1",0.64
"Temporal_L_t_0","BasalGanglia_L_t_0",0.56
"Temporal_L_t_0","BasalGanglia_R_t_0",0.61
"Temporal_L_t_0","Cerebellum_L_t_0",0.58
"Temporal_L_t_0","Cerebellum_R_t_0",0.61
"Temporal_L_t_0","Cingulate_L_t_0",0.08
"Temporal_L_t_0","Cingulate_R_t_0",0.11
"Temporal_L_t_0","Frontal_L_t_0",0.13
"Temporal_L_t_0","Frontal_Orb_L_t_0",0.33
"Temporal_L_t_0","Frontal_Orb_R_t_0",0.57
"Temporal_L_t_0","Frontal_R_t_0",0.48
"Temporal_L_t_0","Insula_L_t_0",0.09
"Temporal_L_t_0","Insula_R_t_0",0.23
"Temporal_L_t_0","Limbic_L_t_0",0.96
"Temporal_L_t_0","Limbic_R_t_0",0.73
"Temporal_L_t_0","Motor_L_t_0",0.1
"Temporal_L_t_0","Motor_R_t_0",0.32
"Temporal_L_t_0","Occipital_L_t_0",0.37
"Temporal_L_t_0","Occipital_R_t_0",0.57
"Temporal_L_t_0","Parietal_L_t_0",0.21
"Temporal_L_t_0","Parietal_R_t_0",0.46
"Temporal_L_t_0","Temporal_R_t_0",0.43
"Temporal_L_t_0","Thalamus_L_t_0",0.37
"Temporal_L_t_0","Thalamus_R_t_0",0.69
"Temporal_L_t_0","Vermis_t_0",0.64
"Temporal_L_t_1","BasalGanglia_L_t_1",0.56
"Temporal_L_t_1","BasalGanglia_R_t_1",0.61
"Temporal_L_t_1","Cerebellum_L_t_1",0.58
"Temporal_L_t_1","Cerebellum_R_t_1",0.61
"Temporal_L_t_1","Cingulate_L_t_1",0.08
"Temporal_L_t_1","Cingulate_R_t_1",0.11
"Temporal_L_t_1","Frontal_L_t_1",0.13
"Temporal_L_t_1","Frontal_Orb_L_t_1",0.33
"Temporal_L_t_1","Frontal_Orb_R_t_1",0.57
"Temporal_L_t_1","Frontal_R_t_1",0.48
"Temporal_L_t_1","Insula_L_t_1",0.09
"Temporal_L_t_1","Insula_R_t_1",0.23
"Temporal_L_t_1","Limbic_L_t_0",0.02
"Temporal_L_t_1","Limbic_L_t_1",0.96
"Temporal_L_t_1","Limbic_R_t_1",0.73
"Temporal_L_t_1","Motor_L_t_1",0.1
"Temporal_L_t_1","Motor_R_t_0",0.01
"Temporal_L_t_1","Motor_R_t_1",0.32
"Temporal_L_t_1","Occipital_L_t_1",0.37
"Temporal_L_t_1","Occipital_R_t_1",0.57
"Temporal_L_t_1","Parietal_L_t_1",0.21
"Temporal_L_t_1","Parietal_R_t_0",0.01
"Temporal_L_t_1","Parietal_R_t_1",0.46
"Temporal_L_t_1","Temporal_L_t_0",0.95
"Temporal_L_t_1","Temporal_R_t_1",0.43
"Temporal_L_t_1","Thalamus_L_t_1",0.37
"Temporal_L_t_1","Thalamus_R_t_1",0.69
"Temporal_L_t_1","Vermis_t_1",0.64
"Temporal_R_t_0","BasalGanglia_L_t_0",0.54
"Temporal_R_t_0","BasalGanglia_R_t_0",0.55
"Temporal_R_t_0","Cerebellum_L_t_0",0.5
"Temporal_R_t_0","Cerebellum_R_t_0",0.56
"Temporal_R_t_0","Cingulate_L_t_0",0.04
"Temporal_R_t_0","Cingulate_R_t_0",0.05
"Temporal_R_t_0","Frontal_L_t_0",0.19
"Temporal_R_t_0","Frontal_Orb_L_t_0",0.29
"Temporal_R_t_0","Frontal_Orb_R_t_0",0.54
"Temporal_R_t_0","Frontal_R_t_0",0.5
"Temporal_R_t_0","Insula_L_t_0",0.16
"Temporal_R_t_0","Insula_R_t_0",0.12
"Temporal_R_t_0","Limbic_L_t_0",0.61
"Temporal_R_t_0","Limbic_R_t_0",0.79
"Temporal_R_t_0","Motor_L_t_0",0.04
"Temporal_R_t_0","Motor_R_t_0",0.21
"Temporal_R_t_0","Occipital_L_t_0",0.41
"Temporal_R_t_0","Occipital_R_t_0",0.43
"Temporal_R_t_0","Parietal_L_t_0",0.1
"Temporal_R_t_0","Parietal_R_t_0",0.39
"Temporal_R_t_0","Temporal_L_t_0",0.56
"Temporal_R_t_0","Thalamus_L_t_0",0.26
"Temporal_R_t_0","Thalamus_R_t_0",0.54
"Temporal_R_t_0","Vermis_t_0",0.7
"Temporal_R_t_1","BasalGanglia_L_t_0",0.02
"Temporal_R_t_1","BasalGanglia_L_t_1",0.54
"Temporal_R_t_1","BasalGanglia_R_t_1",0.55
"Temporal_R_t_1","Cerebellum_L_t_0",0.01
"Temporal_R_t_1","Cerebellum_L_t_1",0.5
"Temporal_R_t_1","Cerebellum_R_t_0",0.02
"Temporal_R_t_1","Cerebellum_R_t_1",0.56
"Temporal_R_t_1","Cingulate_L_t_0",0.01
"Temporal_R_t_1","Cingulate_L_t_1",0.04
"Temporal_R_t_1","Cingulate_R_t_1",0.05
"Temporal_R_t_1","Frontal_L_t_1",0.19
"Temporal_R_t_1","Frontal_Orb_L_t_1",0.29
"Temporal_R_t_1","Frontal_Orb_R_t_1",0.54
"Temporal_R_t_1","Frontal_R_t_1",0.5
"Temporal_R_t_1","Insula_L_t_1",0.16
"Temporal_R_t_1","Insula_R_t_1",0.12
"Temporal_R_t_1","Limbic_L_t_1",0.61
"Temporal_R_t_1","Limbic_R_t_1",0.79
"Temporal_R_t_1","Motor_L_t_1",0.04
"Temporal_R_t_1","Motor_R_t_1",0.21
"Temporal_R_t_1","Occipital_L_t_1",0.41
"Temporal_R_t_1","Occipital_R_t_1",0.43
"Temporal_R_t_1","Parietal_L_t_1",0.1
"Temporal_R_t_1","Parietal_R_t_1",0.39
"Temporal_R_t_1","Temporal_L_t_1",0.56
"Temporal_R_t_1","Temporal_R_t_0",0.95
"Temporal_R_t_1","Thalamus_L_t_0",0.01
"Temporal_R_t_1","Thalamus_L_t_1",0.26
"Temporal_R_t_1","Thalamus_R_t_1",0.54
"Temporal_R_t_1","Vermis_t_0",0.01
"Temporal_R_t_1","Vermis_t_1",0.7
"Thalamus_L_t_0","BasalGanglia_L_t_0",0.7
"Thalamus_L_t_0","BasalGanglia_R_t_0",0.63
"Thalamus_L_t_0","Cerebellum_L_t_0",0.66
"Thalamus_L_t_0","Cerebellum_R_t_0",0.61
"Thalamus_L_t_0","Cingulate_L_t_0",0.01
"Thalamus_L_t_0","Cingulate_R_t_0",0.07
"Thalamus_L_t_0","DVARS_t_0",0.02
"Thalamus_L_t_0","Frontal_L_t_0",0.19
"Thalamus_L_t_0","Frontal_Orb_L_t_0",0.4
"Thalamus_L_t_0","Frontal_Orb_R_t_0",0.55
"Thalamus_L_t_0","Frontal_R_t_0",0.34
"Thalamus_L_t_0","Insula_L_t_0",0.25
"Thalamus_L_t_0","Insula_R_t_0",0.41
"Thalamus_L_t_0","Limbic_L_t_0",0.43
"Thalamus_L_t_0","Limbic_R_t_0",0.59
"Thalamus_L_t_0","Motor_L_t_0",0.05
"Thalamus_L_t_0","Motor_R_t_0",0.25
"Thalamus_L_t_0","Occipital_L_t_0",0.44
"Thalamus_L_t_0","Occipital_R_t_0",0.65
"Thalamus_L_t_0","Parietal_L_t_0",0.11
"Thalamus_L_t_0","Parietal_R_t_0",0.4
"Thalamus_L_t_0","Temporal_L_t_0",0.42
"Thalamus_L_t_0","Temporal_R_t_0",0.57
"Thalamus_L_t_0","Thalamus_R_t_0",0.99
"Thalamus_L_t_0","Vermis_t_0",0.59
"Thalamus_L_t_1","BasalGanglia_L_t_0",0.06
"Thalamus_L_t_1","BasalGanglia_L_t_1",0.7
"Thalamus_L_t_1","BasalGanglia_R_t_0",0.06
"Thalamus_L_t_1","BasalGanglia_R_t_1",0.63
"Thalamus_L_t_1","Cerebellum_L_t_1",0.66
"Thalamus_L_t_1","Cerebellum_R_t_0",0.01
"Thalamus_L_t_1","Cerebellum_R_t_1",0.61
"Thalamus_L_t_1","Cingulate_L_t_0",0.06
"Thalamus_L_t_1","Cingulate_L_t_1",0.01
"Thalamus_L_t_1","Cingulate_R_t_0",0.1
"Thalamus_L_t_1","Cingulate_R_t_1",0.07
"Thalamus_L_t_1","DVARS_t_1",0.02
"Thalamus_L_t_1","Frontal_L_t_0",0.05
"Thalamus_L_t_1","Frontal_L_t_1",0.19
"Thalamus_L_t_1","Frontal_Orb_L_t_0",0.04
"Thalamus_L_t_1","Frontal_Orb_L_t_1",0.4
"Thalamus_L_t_1","Frontal_Orb_R_t_0",0.04
"Thalamus_L_t_1","Frontal_Orb_R_t_1",0.55
"Thalamus_L_t_1","Frontal_R_t_0",0.03
"Thalamus_L_t_1","Frontal_R_t_1",0.34
"Thalamus_L_t_1","Insula_L_t_0",0.04
"Thalamus_L_t_1","Insula_L_t_1",0.25
"Thalamus_L_t_1","Insula_R_t_0",0.07
"Thalamus_L_t_1","Insula_R_t_1",0.41
"Thalamus_L_t_1","Limbic_L_t_1",0.43
"Thalamus_L_t_1","Limbic_R_t_1",0.59
"Thalamus_L_t_1","Motor_L_t_0",0.07
"Thalamus_L_t_1","Motor_L_t_1",0.05
"Thalamus_L_t_1","Motor_R_t_1",0.25
"Thalamus_L_t_1","Occipital_L_t_0",0.02
"Thalamus_L_t_1","Occipital_L_t_1",0.44
"Thalamus_L_t_1","Occipital_R_t_0",0.03
"Thalamus_L_t_1","Occipital_R_t_1",0.65
"Thalamus_L_t_1","Parietal_L_t_1",0.11
"Thalamus_L_t_1","Parietal_R_t_1",0.4
"Thalamus_L_t_1","Temporal_L_t_0",0.02
"Thalamus_L_t_1","Temporal_L_t_1",0.42
"Thalamus_L_t_1","Temporal_R_t_1",0.57
"Thalamus_L_t_1","Thalamus_L_t_0",0.86
"Thalamus_L_t_1","Thalamus_R_t_0",0.21
"Thalamus_L_t_1","Thalamus_R_t_1",0.99
"Thalamus_L_t_1","Vermis_t_0",0.01
"Thalamus_L_t_1","Vermis_t_1",0.59
"Thalamus_R_t_0","BasalGanglia_L_t_0",0.53
"Thalamus_R_t_0","BasalGanglia_R_t_0",0.51
"Thalamus_R_t_0","Cerebellum_L_t_0",0.57
"Thalamus_R_t_0","Cerebellum_R_t_0",0.51
"Thalamus_R_t_0","Cingulate_R_t_0",0.01
"Thalamus_R_t_0","Frontal_L_t_0",0.2
"Thalamus_R_t_0","Frontal_Orb_L_t_0",0.23
"Thalamus_R_t_0","Frontal_Orb_R_t_0",0.44
"Thalamus_R_t_0","Frontal_R_t_0",0.34
"Thalamus_R_t_0","Insula_L_t_0",0.13
"Thalamus_R_t_0","Insula_R_t_0",0.24
"Thalamus_R_t_0","Limbic_L_t_0",0.4
"Thalamus_R_t_0","Limbic_R_t_0",0.38
"Thalamus_R_t_0","Motor_L_t_0",0.06
"Thalamus_R_t_0","Motor_R_t_0",0.26
"Thalamus_R_t_0","Occipital_L_t_0",0.38
"Thalamus_R_t_0","Occipital_R_t_0",0.48
"Thalamus_R_t_0","Parietal_L_t_0",0.12
"Thalamus_R_t_0","Parietal_R_t_0",0.35
"Thalamus_R_t_0","Temporal_L_t_0",0.28
"Thalamus_R_t_0","Temporal_R_t_0",0.31
"Thalamus_R_t_0","Thalamus_L_t_0",0.01
"Thalamus_R_t_0","Vermis_t_0",0.52
"Thalamus_R_t_1","BasalGanglia_L_t_0",0.01
"Thalamus_R_t_1","BasalGanglia_L_t_1",0.53
"Thalamus_R_t_1","BasalGanglia_R_t_1",0.51
"Thalamus_R_t_1","Cerebellum_L_t_0",0.01
"Thalamus_R_t_1","Cerebellum_L_t_1",0.57
"Thalamus_R_t_1","Cerebellum_R_t_0",0.01
"Thalamus_R_t_1","Cerebellum_R_t_1",0.51
"Thalamus_R_t_1","Cingulate_L_t_0",0.01
"Thalamus_R_t_1","Cingulate_R_t_0",0.02
"Thalamus_R_t_1","Cingulate_R_t_1",0.01
"Thalamus_R_t_1","Frontal_L_t_0",0.03
"Thalamus_R_t_1","Frontal_L_t_1",0.2
"Thalamus_R_t_1","Frontal_Orb_L_t_0",0.01
"Thalamus_R_t_1","Frontal_Orb_L_t_1",0.23
"Thalamus_R_t_1","Frontal_Orb_R_t_0",0.01
"Thalamus_R_t_1","Frontal_Orb_R_t_1",0.44
"Thalamus_R_t_1","Frontal_R_t_0",0.01
"Thalamus_R_t_1","Frontal_R_t_1",0.34
"Thalamus_R_t_1","Insula_L_t_0",0.02
"Thalamus_R_t_1","Insula_L_t_1",0.13
"Thalamus_R_t_1","Insula_R_t_0",0.02
"Thalamus_R_t_1","Insula_R_t_1",0.24
"Thalamus_R_t_1","Limbic_L_t_1",0.4
"Thalamus_R_t_1","Limbic_R_t_1",0.38
"Thalamus_R_t_1","Motor_L_t_0",0.01
"Thalamus_R_t_1","Motor_L_t_1",0.06
"Thalamus_R_t_1","Motor_R_t_0",0.01
"Thalamus_R_t_1","Motor_R_t_1",0.26
"Thalamus_R_t_1","Occipital_L_t_0",0.02
"Thalamus_R_t_1","Occipital_L_t_1",0.38
"Thalamus_R_t_1","Occipital_R_t_0",0.02
"Thalamus_R_t_1","Occipital_R_t_1",0.48
"Thalamus_R_t_1","Parietal_L_t_1",0.12
"Thalamus_R_t_1","Parietal_R_t_0",0.03
"Thalamus_R_t_1","Parietal_R_t_1",0.35
"Thalamus_R_t_1","Temporal_L_t_0",0.02
"Thalamus_R_t_1","Temporal_L_t_1",0.28
"Thalamus_R_t_1","Temporal_R_t_1",0.31
"Thalamus_R_t_1","Thalamus_L_t_0",0.03
"Thalamus_R_t_1","Thalamus_L_t_1",0.01
"Thalamus_R_t_1","Thalamus_R_t_0",0.68
"Thalamus_R_t_1","Vermis_t_1",0.52
"Vermis_t_0","BasalGanglia_L_t_0",0.29
"Vermis_t_0","BasalGanglia_R_t_0",0.41
"Vermis_t_0","Cerebellum_L_t_0",0.07
"Vermis_t_0","Cerebellum_R_t_0",0.25
"Vermis_t_0","Cingulate_L_t_0",0.02
"Vermis_t_0","Cingulate_R_t_0",0.03
"Vermis_t_0","Frontal_L_t_0",0.1
"Vermis_t_0","Frontal_Orb_L_t_0",0.14
"Vermis_t_0","Frontal_Orb_R_t_0",0.26
"Vermis_t_0","Frontal_R_t_0",0.26
"Vermis_t_0","Insula_L_t_0",0.1
"Vermis_t_0","Insula_R_t_0",0.14
"Vermis_t_0","Limbic_L_t_0",0.25
"Vermis_t_0","Limbic_R_t_0",0.34
"Vermis_t_0","Motor_L_t_0",0.02
"Vermis_t_0","Motor_R_t_0",0.22
"Vermis_t_0","Occipital_L_t_0",0.1
"Vermis_t_0","Occipital_R_t_0",0.2
"Vermis_t_0","Parietal_L_t_0",0.03
"Vermis_t_0","Parietal_R_t_0",0.28
"Vermis_t_0","Temporal_L_t_0",0.13
"Vermis_t_0","Temporal_R_t_0",0.23
"Vermis_t_0","Thalamus_L_t_0",0.13
"Vermis_t_0","Thalamus_R_t_0",0.15
"Vermis_t_1","BasalGanglia_L_t_1",0.29
"Vermis_t_1","BasalGanglia_R_t_1",0.41
"Vermis_t_1","Cerebellum_L_t_0",0.02
"Vermis_t_1","Cerebellum_L_t_1",0.07
"Vermis_t_1","Cerebellum_R_t_1",0.25
"Vermis_t_1","Cingulate_L_t_0",0.01
"Vermis_t_1","Cingulate_L_t_1",0.02
"Vermis_t_1","Cingulate_R_t_0",0.01
"Vermis_t_1","Cingulate_R_t_1",0.03
"Vermis_t_1","Frontal_L_t_1",0.1
"Vermis_t_1","Frontal_Orb_L_t_0",0.01
"Vermis_t_1","Frontal_Orb_L_t_1",0.14
"Vermis_t_1","Frontal_Orb_R_t_0",0.01
"Vermis_t_1","Frontal_Orb_R_t_1",0.26
"Vermis_t_1","Frontal_R_t_0",0.02
"Vermis_t_1","Frontal_R_t_1",0.26
"Vermis_t_1","Insula_L_t_1",0.1
"Vermis_t_1","Insula_R_t_0",0.02
"Vermis_t_1","Insula_R_t_1",0.14
"Vermis_t_1","Limbic_L_t_1",0.25
"Vermis_t_1","Limbic_R_t_0",0.02
"Vermis_t_1","Limbic_R_t_1",0.34
"Vermis_t_1","Motor_L_t_1",0.02
"Vermis_t_1","Motor_R_t_0",0.02
"Vermis_t_1","Motor_R_t_1",0.22
"Vermis_t_1","Occipital_L_t_0",0.05
"Vermis_t_1","Occipital_L_t_1",0.1
"Vermis_t_1","Occipital_R_t_0",0.02
"Vermis_t_1","Occipital_R_t_1",0.2
"Vermis_t_1","Parietal_L_t_1",0.03
"Vermis_t_1","Parietal_R_t_0",0.02
"Vermis_t_1","Parietal_R_t_1",0.28
"Vermis_t_1","Temporal_L_t_0",0.02
"Vermis_t_1","Temporal_L_t_1",0.13
"Vermis_t_1","Temporal_R_t_0",0.01
"Vermis_t_1","Temporal_R_t_1",0.23
"Vermis_t_1","Thalamus_L_t_0",0.01
"Vermis_t_1","Thalamus_L_t_1",0.13
"Vermis_t_1","Thalamus_R_t_1",0.15
"Vermis_t_1","Vermis_t_0",0.92
